job_title,company_name,work_place,work_year,education,recruit_number,release_time,company_nature,company_size,industry,salary
高级数据分析师,广州市精匠首饰有限公司,广州-白云区,3-4年经验,大专,招1人,1-25发布,民营公司,50-150人,"互联网/电子商务,批发/零售",1-1.5万/月
高级数据分析师,江苏博瑞思信息技术有限公司,南京,5-7年经验,本科,招6人,1-24发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.5万/月
高级数据分析师,青岛汉尚电器有限公司,青岛-城阳区,5-7年经验,本科,招2人,1-23发布,民营公司,150-500人,"互联网/电子商务,家具/家电/玩具/礼品",1-1.5万/月
高级数据分析师,杭州千点白网络科技有限公司,杭州-萧山区,1年经验,本科,招3人,1-23发布,民营公司,50-150人,"互联网/电子商务,计算机软件",1.2-2万/月
高级数据分析师,北京大数元科技发展有限公司,北京-海淀区,5-7年经验,本科,招1人,1-22发布,民营公司,150-500人,"计算机软件,互联网/电子商务",1.5-2.5万/月
高级数据分析师,福州扬腾网络科技有限公司,福州-闽侯县,3-4年经验,本科,招1人,1-19发布,民营公司,150-500人,"互联网/电子商务,汽车",1-1.3万/月
高级数据分析师,星宏集群有限公司,济南,3-4年经验,本科,招1人,1-15发布,民营公司,500-1000人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",6-8千/月
高级数据分析师,北京美住美宿科技有限公司,北京-朝阳区,5-7年经验,本科,招1人,9-29发布,民营公司,1000-5000人,"互联网/电子商务,计算机软件",1.5-2.8万/月
高级数据分析师,南昌市婧麒服饰有限公司,南昌,3-4年经验,大专,招2人,9-3发布,民营公司,500-1000人,"服装/纺织/皮革,互联网/电子商务",1-2万/月
电商数据分析专员,广州麦优网络科技有限公司,广州-天河区,1年经验,大专,招1人,1-29发布,民营公司,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",0.8-1万/月
电商数据分析专员,森田,上海-闵行区,3-4年经验,大专,招1人,1-27发布,民营公司,50-150人,互联网/电子商务,0.8-1万/月
电商数据分析专员,上海巧厨商贸有限公司,上海-松江区,3-4年经验,本科,招2人,1-26发布,民营公司,500-1000人,"互联网/电子商务,批发/零售",0.8-1.2万/月
电商数据分析专员,上海艾雷电子商务有限公司,上海-静安区,1年经验,本科,招1人,1-2发布,民营公司,50-150人,互联网/电子商务,0.8-1.2万/月
电商数据分析专员,广州淘通科技股份有限公司,上海-黄浦区,2年经验,大专,招1人,9-29发布,民营公司,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",0.8-1万/月
电商数据分析师,六只兔子,西安-雁塔区,3-4年经验,本科,招2人,1-29发布,民营公司,150-500人,互联网/电子商务,1-1.5万/月
电商数据分析师,深圳科思通信息科技有限公司,深圳-龙岗区,1年经验,本科,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,贸易/进出口",0.8-1.3万/月
电商数据分析师,福州市仓山区来旺兄弟信息技术有限公司,桂林,1年经验,大专,招1人,1-28发布,民营公司,50-150人,互联网/电子商务,2.5-4千/月
电商数据分析师,南通市齐享购电子商务有限公司,南通,3-4年经验,大专,招2人,1-27发布,民营公司,50-150人,互联网/电子商务,0.8-1.2万/月
电商数据分析师,杭州神泉雪域网络科技有限公司,杭州-余杭区,2年经验,本科,招若干人,1-27发布,民营公司,50-150人,互联网/电子商务,1-1.5万/月
电商数据分析师,潍坊海丽尔经贸有限公司,潍坊-高新技术开发区,1年经验,本科,招5人,1-26发布,民营公司,500-1000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",0.5-1万/月
电商数据分析师,上海一面食品科技有限公司,上海-静安区,3-4年经验,本科,招1人,9-12发布,民营公司,150-500人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",0.8-1万/月
电商数据分析/销售助理（入职五险一金）,深圳路拉克斯电子商务有限公司,深圳-龙岗区,1年经验,本科,招1人,1-28发布,民营公司,150-500人,"互联网/电子商务,贸易/进出口",6-8千/月
电商数据分析,广州黑鱼软件技术有限公司,广州,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",0.8-1.5万/月
大数据分析专员,深圳市纽尔科技有限公司,深圳-罗湖区,1年经验,大专,招1人,1-29发布,民营公司,500-1000人,互联网/电子商务,0.5-1万/月
大数据分析助理,早春藤科技（深圳）有限公司,深圳-南山区,1年经验,本科,招5人,1-26发布,创业公司,50-150人,"互联网/电子商务,计算机软件",0.8-1万/月
大数据分析主管/高级主管,环球车享汽车租赁有限公司,上海-嘉定区,3-4年经验,本科,招若干人,9-17发布,国企,1000-5000人,"互联网/电子商务,新能源",1.5-3万/月
AI算法工程师,北京寻宝天行网络技术有限公司,北京-昌平区,在校生/应届生,本科,招1人,1-15发布,民营公司,150-500人,"网络游戏,互联网/电子商务",2-4万/月
AI算法工程师,北京神州泰岳软件股份有限公司,北京-朝阳区,2年经验,本科,招1人,9-2发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",1.5-2.5万/月
AI算法工程师,财博云（北京）信息服务有限公司,北京-海淀区,3-4年经验,本科,招2人,1-23发布,民营公司,少于50人,"互联网/电子商务,教育/培训/院校",2-2.5万/月
AI算法工程师,中移物联网有限公司,成都-高新区,1年经验,本科,招2人,1-29发布,国企,1000-5000人,"通信/电信/网络设备,互联网/电子商务",0.8-1.2万/月
AI算法工程师,成都睿云物联科技有限公司,成都-高新区,1年经验,本科,招1人,1-29发布,创业公司,50-150人,"互联网/电子商务,计算机软件",1-1.5万/月
AI算法工程师,竞技世界（成都）网络技术有限公司,成都-金牛区,2年经验,本科,招1人,1-29发布,民营公司,1000-5000人,"网络游戏,互联网/电子商务",2-2.5万/月
AI算法工程师,广州安祺科技有限公司,广州-花都区,1年经验,本科,招1人,1-23发布,创业公司,少于50人,"互联网/电子商务,计算机软件",1.2-2.5万/月
AI算法工程师,广州佰锐网络科技有限公司,广州-天河区,3-4年经验,本科,招1人,1-29发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.5-2.5万/月
AI算法工程师,宁波知微瑞驰信息科技有限公司,宁波-鄞州区,5-7年经验,高中,招若干人,1-2发布,民营公司,50-150人,"互联网/电子商务,计算机软件",3-6万/月
AI算法工程师,上海形趣信息科技有限公司,上海-徐汇区,2年经验,本科,招1人,1-28发布,民营公司,50-150人,互联网/电子商务,1.5-5万/月
AI算法工程师,深圳市万普拉斯科技有限公司,深圳-福田区,3-4年经验,本科,招1人,1-29发布,民营公司,1000-5000人,"互联网/电子商务,通信/电信运营、增值服务",2.5-3万/月
AI算法工程师,沈阳慧筑云科技有限公司,沈阳-浑南区,3-4年经验,本科,招1人,1-27发布,民营公司,50-150人,互联网/电子商务,0.7-1.2万/月
AI算法工程师（2021届毕业生）,深圳奇迹智慧网络有限公司,深圳-罗湖区,在校生/应届生,硕士,招4人,1-29发布,民营公司,150-500人,互联网/电子商务,1-1.5万/月
AI算法工程师（2021校园招聘）,焦点科技股份有限公司,南京-浦口区,在校生/应届生,硕士,招1人,1-22发布,上市公司,1000-5000人,"互联网/电子商务,计算机软件",1.1-1.8万/月
AI算法实习生,上海朝阳永续信息技术股份有限公司,上海-浦东新区,在校生/应届生,本科,招1人,1-19发布,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",2-3千/月
AI算法实习生,上海朝阳永续信息技术股份有限公司,上海-浦东新区,在校生/应届生,本科,招1人,1-19发布,民营公司,150-500人,"金融/投资/证券,互联网/电子商务",6-8千/月
AI算法与应用专家（视频方向） （联通在线南研中心）,小沃科技有限公司,南京-建邺区,5-7年经验,本科,招若干人,1-26发布,国企,150-500人,"互联网/电子商务,网络游戏",45-60万/年
AI图像算法工程师,小蚁科技,上海-浦东新区,5-7年经验,本科,招1人,1-29发布,外资（非欧美）,150-500人,互联网/电子商务,2.5-4万/月
AI游戏算法工程师,网易集团,广州-天河区,2年经验,硕士,招1人,1-29发布,上市公司,10000人以上,互联网/电子商务,2-4万/月
AI助理算法工程师,腾讯RDM,深圳-南山区,1年经验,硕士,招若干人,1-29发布,上市公司,1000-5000人,"计算机软件,互联网/电子商务",1.4-1.8万/月
C++算法工程师,北京旋极伏羲大数据技术有限公司,北京-海淀区,2年经验,本科,招2人,1-28发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-2万/月
C++算法工程师,深圳牙领科技有限公司,深圳-南山区,5-7年经验,本科,招若干人,1-28发布,民营公司,500-1000人,"互联网/电子商务,医疗设备/器械",1.5-3万/月
C++算法实现工程师,上海正雅齿科科技股份有限公司,上海-浦东新区,1年经验,本科,招3人,1-27发布,民营公司,500-1000人,"医疗设备/器械,互联网/电子商务",1.5-2.2万/月
ISP算法工程师,珠海市四维时代网络科技有限公司,珠海-珠海高新区,3-4年经验,本科,招1人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-2万/月
ISP图像算法,广州极飞科技有限公司,广州-天河区,2年经验,硕士,招2人,1-27发布,合资,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",1.3-2.6万/月
NLP方向AI算法工程师,梅花网,上海,2年经验,硕士,招1人,1-26发布,民营公司,50-150人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",2.5-5万/月
NLP高级算法工程师,北京国研网信息有限公司,成都-武侯区,5-7年经验,本科,招1人,1-29发布,国企,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1.8-3万/月
NLP及CV图像识别算法工程师,上海同界数据科技股份有限公司,上海-静安区,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1.5-2万/月
NLP算法工程师,成都我行我数科技有限公司,成都,2年经验,本科,招1人,9-11发布,合资,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",1-1.5万/月
NLP算法工程师,广州深声科技有限公司,广州-天河区,3-4年经验,本科,招2人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-2.5万/月
NLP算法工程师,珍岛信息技术（上海）股份有限公司,上海,3-4年经验,本科,招1人,1-2发布,民营公司,1000-5000人,"互联网/电子商务,计算机软件",1.5-3万/月
NLP算法工程师,上海果藤信息科技有限公司,上海-闵行区,2年经验,硕士,招1人,1-28发布,民营公司,50-150人,"互联网/电子商务,计算机软件",2-2.5万/月
NLP算法工程师,广州盈尚信息科技有限公司,上海-闵行区,5-7年经验,硕士,招1人,1-13发布,民营公司,500-1000人,"互联网/电子商务,保险",2.5-5万/月
NLP算法工程师,上海大岂网络科技有限公司,上海-徐汇区,2年经验,本科,招1人,1-27发布,外资（非欧美）,50-150人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",2-3万/月
NLP算法工程师,上海犀语科技有限公司,上海-杨浦区,1年经验,硕士,招1人,1-29发布,创业公司,少于50人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1.8-3.6万/月
NLP算法工程师,上海畅圣计算机科技有限公司,上海-杨浦区,3-4年经验,本科,招若干人,9-27发布,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",15-40万/年
NLP算法工程师,卫盈联信息技术（深圳）有限公司,深圳,3-4年经验,本科,招1人,1-28发布,外资（非欧美）,500-1000人,互联网/电子商务,2-3.5万/月
Nlp算法工程师,深圳市大道网络科技有限公司,深圳-南山区,3-4年经验,本科,招2人,1-27发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1.5-3万/月
NLP算法工程师,苏州声通信息科技有限公司,苏州-工业园区,2年经验,本科,招1人,1-29发布,民营公司,少于50人,"计算机软件,互联网/电子商务",1.3-1.8万/月
NLP算法工程师 - 国际化,字节跳动,北京,2年经验,本科,招3人,1-29发布,民营公司,10000人以上,"互联网/电子商务,计算机软件",2.5-5万/月
NLP算法研究员,上海贝耳塔信息技术有限公司,上海,3-4年经验,硕士,招1人,1-29发布,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",1.5-2.5万/月
NLP算法专家,医药魔方,北京-朝阳区,3-4年经验,本科,招2人,1-28发布,民营公司,50-150人,"互联网/电子商务,制药/生物工程",2-4万/月
NLP算法专家,医药魔方,上海-浦东新区,2年经验,硕士,招2人,1-28发布,民营公司,50-150人,"互联网/电子商务,制药/生物工程",1-3万/月
NLP中级算法工程师,北京国研网信息有限公司,成都-武侯区,3-4年经验,本科,招1人,1-29发布,国企,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1.5-2.2万/月
OCR算法工程师,博纳德集团,广州-天河区,2年经验,本科,招3人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2.8万/月
OCR算法工程师,南京红松信息技术有限公司,南京-雨花台区,2年经验,本科,招若干人,1-29发布,民营公司,50-150人,"互联网/电子商务,教育/培训/院校",1-1.5万/月
OCR算法工程师,深圳市悦保科技有限公司,深圳,3-4年经验,本科,招1人,1-28发布,外资（欧美）,50-150人,"互联网/电子商务,计算机软件",1.5-3万/月
slam算法工程师,成都家有为力机器人技术有限公司,成都-高新区,3-4年经验,本科,招1人,1-28发布,民营公司,50-150人,"计算机硬件,互联网/电子商务",1.5-3万/月
SLAM算法工程师,爱乐福（深圳）科技有限公司,深圳,3-4年经验,本科,招1人,1-29发布,民营公司,1000-5000人,"互联网/电子商务,贸易/进出口",1.5-3万/月
SLAM算法工程师,上海彩亿信息技术有限公司,深圳-福田区,1年经验,硕士,招若干人,1-27发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.5-2万/月
SLAM算法工程师,深圳科卫机器人科技有限公司,深圳-光明新区,2年经验,本科,招2人,1-29发布,民营公司,150-500人,"互联网/电子商务,电子技术/半导体/集成电路",2-3.5万/月
slam算法工程师,深圳市智绘科技有限公司,武汉-东湖新技术产业开发区,2年经验,硕士,招2人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",15-25万/年
slam算法专家,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,硕士,招2人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",2-3万/月
SLAM与高精度地图算法工程师（三维激光方向）,深圳市智绘科技有限公司,深圳-南山区,1年经验,本科,招若干人,1-16发布,民营公司,50-150人,"计算机软件,互联网/电子商务",2-3万/月
SLAM与高精度地图算法工程师（视觉方向）,深圳市智绘科技有限公司,深圳-南山区,1年经验,本科,招若干人,1-16发布,民营公司,50-150人,"计算机软件,互联网/电子商务",2-3万/月
SU-算法工程师（导航规划）,CVTE,广州,无需经验,本科,招若干人,1-26发布,上市公司,1000-5000人,"电子技术/半导体/集成电路,互联网/电子商务",1.8-3万/月
SU-算法工程师（视觉识别）,CVTE,广州,无需经验,硕士,招3人,1-22发布,上市公司,1000-5000人,"电子技术/半导体/集成电路,互联网/电子商务",2-3.5万/月
初级算法工程师,广东中视信息科技有限公司杭州分公司,杭州-西湖区,1年经验,本科,招2人,1-27发布,民营公司,50-150人,"互联网/电子商务,交通/运输/物流",1.5-2.5万/月
初级算法工程师,江苏省未来网络创新研究院,南京-江宁区,1年经验,本科,招1人,9-25发布,事业单位,500-1000人,"互联网/电子商务,计算机软件",1-1.5万/月
初级算法工程师,上海商涌科技有限公司,上海-浦东新区,1年经验,本科,招若干人,1-29发布,民营公司,50-150人,"互联网/电子商务,保险",1-2万/月
大数据算法工程师,讯汇科技（广州）有限公司,广州-天河区,3-4年经验,本科,招1人,1-26发布,外资（非欧美）,150-500人,互联网/电子商务,2-3万/月
大数据算法工程师,建顺信息科技（广州）有限公司,广州-天河区,2年经验,本科,招1人,1-29发布,外资（非欧美）,50-150人,"计算机软件,互联网/电子商务",1-2万/月
大数据算法工程师,上海聚水潭网络科技有限公司,上海-闵行区,3-4年经验,本科,招2人,9-2发布,民营公司,1000-5000人,"计算机软件,互联网/电子商务",1.8-3万/月
大数据算法工程师,艾瑞咨询集团,上海-徐汇区,3-4年经验,硕士,招1人,1-29发布,合资,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",2.5-4万/月
大数据算法工程师,上海畅圣计算机科技有限公司,上海-杨浦区,2年经验,本科,招1人,1-25发布,民营公司,150-500人,"互联网/电子商务,金融/投资/证券",1-3万/月
大数据算法工程师,深圳市有传科技有限公司,深圳-南山区,3-4年经验,本科,招1人,1-28发布,民营公司,150-500人,互联网/电子商务,2-3万/月
大数据算法专家,上海聚水潭网络科技有限公司,上海-闵行区,5-7年经验,本科,招2人,9-2发布,民营公司,1000-5000人,"计算机软件,互联网/电子商务",2.5-5万/月
导航算法工程师,深圳科卫机器人科技有限公司,深圳-光明新区,3-4年经验,本科,招2人,1-29发布,民营公司,150-500人,"互联网/电子商务,电子技术/半导体/集成电路",2-3.5万/月
导航算法工程师,深圳市泽宝创新技术有限公司,深圳-龙岗区,5-7年经验,硕士,招1人,1-2发布,民营公司,1000-5000人,"互联网/电子商务,贸易/进出口",2-3万/月
导航算法工程师（智能植保组）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,2年经验,本科,招2人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",1-2万/月
风控算法工程师,北京亿美软通科技有限公司,北京,3-4年经验,本科,招1人,1-28发布,上市公司,150-500人,"通信/电信运营、增值服务,互联网/电子商务",1.5-2.5万/月
风控算法工程师,360金融,北京-朝阳区,在校生/应届生,本科,招1人,9-29发布,上市公司,500-1000人,"金融/投资/证券,互联网/电子商务",2.5-3.5万/月
感知算法工程师,上海彩亿信息技术有限公司,深圳-福田区,1年经验,硕士,招若干人,1-27发布,民营公司,150-500人,"互联网/电子商务,计算机软件",1.5-2万/月
高级AI算法工程师,知?N（上海）人工智能科技有限公司,杭州-萧山区,3-4年经验,本科,招2人,1-28发布,民营公司,50-150人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",1.5-2.5万/月
高级AI算法工程师,广州宏途教育网络科技有限公司,深圳-南山区,5-7年经验,硕士,招1人,1-27发布,创业公司,150-500人,"互联网/电子商务,教育/培训/院校",2.5-3.5万/月
高级NLP算法工程师,北京安德信业信息咨询有限责任公司,北京-朝阳区,3-4年经验,本科,招1人,1-29发布,民营公司,50-150人,"互联网/电子商务,计算机软件",2.5-4万/月
高级NLP算法工程师,云汉芯城（上海）互联网科技股份有限公司,上海-松江区,3-4年经验,硕士,招1人,1-29发布,民营公司,500-1000人,"电子技术/半导体/集成电路,互联网/电子商务",4-5万/月
高级NLP算法工程师,微民保险代理有限公司,深圳-南山区,3-4年经验,本科,招若干人,9-1发布,民营公司,500-1000人,"保险,互联网/电子商务",1.5-3万/月
高级机械臂算法开发工程师(微纳所）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,硕士,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",1.5-2.5万/月
高级计算机视觉算法工程师,东莞市富卡网络科技有限公司,东莞-松山湖区,3-4年经验,硕士,招1人,9-12发布,民营公司,50-150人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",1.5-2万/月
高级计算机视觉算法工程师,厦门指纹科技有限公司,厦门,3-4年经验,本科,招2人,1-22发布,民营公司,50-150人,互联网/电子商务,2.5-3.5万/月
高级控制算法工程师,广州极飞科技有限公司,广州-天河区,3-4年经验,硕士,招1人,1-27发布,合资,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",1.5-3万/月
高级密码算法工程师,上海瀛联信息科技股份有限公司,上海-徐汇区,3-4年经验,本科,招1人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",18-30万/年
高级数控算法工程师（微纳所）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,本科,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",1.5-2.5万/月
高级搜索算法工程师,深圳特鹏网络有限公司,深圳-龙华区,5-7年经验,本科,招2人,1-28发布,民营公司,50-150人,互联网/电子商务,2-3万/月
高级算法工程师,北京友聚四海网络科技有限公司,北京,5-7年经验,本科,招2人,1-14发布,民营公司,1000-5000人,"互联网/电子商务,计算机软件",2.5-3万/月
高级算法工程师,时趣互动（北京）科技有限公司,北京-朝阳区,5-7年经验,硕士,招1人,1-29发布,外资（非欧美）,500-1000人,"互联网/电子商务,公关/市场推广/会展",3-6万/月
高级算法工程师,卓望信息技术（北京）有限公司,北京-丰台区,5-7年经验,本科,招1人,1-29发布,外资（非欧美）,1000-5000人,"互联网/电子商务,通信/电信运营、增值服务",3-4万/月
高级算法工程师,成都路行通信息技术有限公司,成都-高新区,5-7年经验,本科,招3人,9-22发布,民营公司,1000-5000人,"互联网/电子商务,汽车",2-4万/月
高级算法工程师,成都大农科技有限公司,成都-高新区,3-4年经验,硕士,招1人,1-29发布,民营公司,150-500人,"互联网/电子商务,农/林/牧/渔",2-3万/月
高级算法工程师,海云数据（广州）科技有限公司,广州-越秀区,3-4年经验,硕士,招若干人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",4-5万/月
高级算法工程师,广州参数信息科技有限公司,广州-越秀区,2年经验,硕士,招若干人,1-29发布,民营公司,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",2-3万/月
高级算法工程师,广东中视信息科技有限公司杭州分公司,杭州-西湖区,5-7年经验,本科,招1人,1-27发布,民营公司,50-150人,"互联网/电子商务,交通/运输/物流",2.5-5万/月
高级算法工程师,途虎养车网,上海-闵行区,3-4年经验,本科,招5人,9-14发布,外资（非欧美）,5000-10000人,"互联网/电子商务,汽车",2.5-4万/月
高级算法工程师,Raxtone雷腾,上海-浦东新区,2年经验,本科,招1人,1-28发布,民营公司,150-500人,"互联网/电子商务,计算机软件",2.5-3万/月
高级算法工程师,深圳市都市交通规划设计研究院有限公司,深圳-南山区,1年经验,硕士,招1人,1-27发布,民营公司,500-1000人,"多元化业务集团公司,互联网/电子商务",2-5万/月
高级算法工程师,深圳市比一比网络科技有限公司,深圳-南山区,5-7年经验,本科,招若干人,1-29发布,民营公司,50-150人,"互联网/电子商务,计算机软件",2-4万/月
高级算法工程师,三态电子商务股份有限公司,深圳-南山区,3-4年经验,本科,招4人,1-19发布,民营公司,1000-5000人,"互联网/电子商务,贸易/进出口",1.8-2.5万/月
高级算法工程师,三态电子商务股份有限公司,深圳-南山区,3-4年经验,本科,招3人,1-19发布,民营公司,1000-5000人,"互联网/电子商务,贸易/进出口",1.5-2万/月
高级算法工程师,三态电子商务股份有限公司,深圳-南山区,2年经验,本科,招4人,1-19发布,民营公司,1000-5000人,"互联网/电子商务,贸易/进出口",1.5-2万/月
高级算法工程师,沈阳森之高科科技有限公司,沈阳-浑南区,1年经验,本科,招2人,1-29发布,民营公司,少于50人,"互联网/电子商务,通信/电信/网络设备",1.2-1.5万/月
高级算法工程师/研究员,北京友聚四海网络科技有限公司,北京-朝阳区,在校生/应届生,硕士,招3人,1-14发布,民营公司,1000-5000人,"互联网/电子商务,计算机软件",2-3万/月
高级算法研发工程师/算法研究员,上海正雅齿科科技股份有限公司,上海-浦东新区,3-4年经验,硕士,招3人,1-2发布,民营公司,500-1000人,"医疗设备/器械,互联网/电子商务",2-4.5万/月
高级算法优化工程师,广州极飞科技有限公司,广州-天河区,3-4年经验,硕士,招2人,1-27发布,合资,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",2-4万/月
高级图像算法工程师,小蚁科技,上海-浦东新区,8-9年经验,硕士,招若干人,1-29发布,外资（非欧美）,150-500人,互联网/电子商务,2-3.5万/月
高级图像算法研发工程师 - 抖音,字节跳动,深圳,5-7年经验,本科,招3人,1-29发布,民营公司,10000人以上,"互联网/电子商务,计算机软件",3.5-6.5万/月
高级图像算法研发工程师 — 视频增强方向,字节跳动,杭州,3-4年经验,本科,招5人,1-29发布,民营公司,10000人以上,"互联网/电子商务,计算机软件",3.5-7万/月
高级推荐算法工程师,网易集团,广州-天河区,5-7年经验,本科,招1人,1-9发布,上市公司,10000人以上,互联网/电子商务,2-2.5万/月
广告算法工程师,青岛馨安康智能科技有限公司,青岛-李沧区,在校生/应届生,本科,招4人,1-23发布,民营公司,150-500人,"计算机软件,互联网/电子商务",6-8千/月
广告算法工程师实习生,山东中达信通智能科技有限公司,青岛-李沧区,在校生/应届生,本科,招2人,9-2发布,民营公司,150-500人,互联网/电子商务,4.5-6千/月
广告算法技术专家 - AI Optimization,字节跳动,北京,在校生/应届生,本科,招5人,1-29发布,民营公司,10000人以上,"互联网/电子商务,计算机软件",3-6万/月
机器人算法工程师,立得空间信息技术股份有限公司,北京-海淀区,2年经验,本科,招1人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
机器人算法工程师,广州极飞科技有限公司,广州-天河区,无需经验,硕士,招1人,1-27发布,合资,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",1.2-2万/月
机器人算法工程师,广州极飞科技有限公司,广州-天河区,无需经验,本科,招1人,1-27发布,合资,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",1.2-2.2万/月
机器人算法工程师,立得空间信息技术股份有限公司,武汉,2年经验,本科,招1人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1-1.5万/月
机器人算法工程师（机器人应用）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,2年经验,硕士,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",0.8-1.5万/月
机器人算法工程师（机器人应用组）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,本科,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",0.8-1.5万/月
机器人算法工程师（控制组）,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,本科,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",0.8-1.5万/月
机器人算法工程师（运动规划）,广州极飞科技有限公司,广州-天河区,无需经验,本科,招3人,1-29发布,合资,500-1000人,"互联网/电子商务,电子技术/半导体/集成电路",1.2-2万/月
机器视觉算法工程师,哈工大机器人（合肥）国际创新研究院,合肥-经开区,3-4年经验,本科,招1人,1-15发布,事业单位,500-1000人,"互联网/电子商务,学术/科研",1-2万/月
机器视觉算法工程师,南京鑫和汇通电子科技有限公司,南京-浦口区,1年经验,本科,招2人,1-29发布,合资,50-150人,"计算机软件,互联网/电子商务",0.8-1.6万/月
机器视觉算法工程师-2021届校招,马上消费金融股份有限公司,成都-高新区,在校生/应届生,硕士,招1人,9-21发布,合资,1000-5000人,"金融/投资/证券,互联网/电子商务",1-2万/月
机器视觉算法工程师-2021届校招,马上消费金融股份有限公司,成都-高新区,在校生/应届生,硕士,招1人,9-21发布,合资,1000-5000人,"金融/投资/证券,互联网/电子商务",0.9-1.8万/月
机器学习算法工程师,中国搜索信息科技股份有限公司,北京-东城区,3-4年经验,硕士,招2人,1-29发布,国企,500-1000人,互联网/电子商务,2.5-3万/月
机器学习算法工程师,成都寻道科技有限公司,成都-武侯区,3-4年经验,本科,招1人,1-25发布,民营公司,50-150人,"计算机软件,互联网/电子商务",1-1.8万/月
机器学习算法工程师,蘑菇物联技术（深圳）有限公司,深圳-龙华区,2年经验,硕士,招1人,1-29发布,民营公司,50-150人,"计算机软件,互联网/电子商务",3-4万/月
机器学习算法工程师,立得空间信息技术股份有限公司,深圳-南山区,3-4年经验,本科,招2人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-3万/月
机器学习算法工程师,立得空间信息技术股份有限公司,深圳-南山区,3-4年经验,硕士,招2人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-3万/月
机器学习算法工程师,天聚地合（苏州）数据股份有限公司,苏州-工业园区,3-4年经验,硕士,招1人,1-28发布,民营公司,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",1.5-3万/月
机器学习算法工程师,立得空间信息技术股份有限公司,武汉,3-4年经验,本科,招1人,1-29发布,民营公司,500-1000人,"计算机软件,互联网/电子商务",1.5-2万/月
